,DEPARTAMENTO,MUNICIPIO,CODIGO REGISTRO,FECHA REGISTRO,CAEB_SEP,CIRC,NOMBRE DE LA UNIDAD
10581,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201000090,2019-12-12,21091,3,PAPELERA TISSU S.R.L. (PATISU LTDA)
10582,TARIJA,CERCADO,0601010621,2019-12-12,34300,4,LABORATORIO DIESEL SORUCO
10583,TARIJA,CERCADO,0601010622,2019-12-13,15201,4,ALIMENTOS DELACTO
10584,LA PAZ,EL ALTO,0201043937,2019-12-16,28920,4,LETREROS BRONCO
10585,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001505,2019-12-16,22190,4,INDUTRIAS GRAF PRESS S.R.L.
10586,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001505,2019-12-16,22120,4,INDUTRIAS GRAF PRESS S.R.L.
10587,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201000074,2019-12-16,25190,4,"FABRICA DE PRODUCTOS DE GOMA ""GOMATEX LTDA"""
10588,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001505,2019-12-16,22110,4,INDUTRIAS GRAF PRESS S.R.L.
10589,LA PAZ,EL ALTO,0201043937,2019-12-16,22210,4,LETREROS BRONCO
10590,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001505,2019-12-16,22210,4,INDUTRIAS GRAF PRESS S.R.L.
10591,TARIJA,CERCADO,0601010624,2019-12-17,28110,4,METALURGICA PINTO
10592,TARIJA,CERCADO,0601010623,2019-12-17,28920,4,RETIFICACIONES Y TORNERIA LOPEZ
10593,LA PAZ,EL ALTO,0201043938,2019-12-17,17210,4,TALLER ARTESANAL DE TEJIDOS
10594,COCHABAMBA,TIQUIPAYA,0309030151,2019-12-18,15419,4,"Fortalecimiento de Capacidades Productivas y Comerciales en la Asociación de Mujeres Reposteras ""Dulce Tentación"" Molle Central D-5 del Municipio de Tiquipaya"
10595,COCHABAMBA,COLCAPIRHUA,0309050378,2019-12-18,26930,4,LADRILLERIA EUFRONIA CANO DE GARCIA
10596,COCHABAMBA,COCHABAMBA,0301011070,2019-12-18,20220,4,CARPINTERIA ALCOCER
10597,COCHABAMBA,COLCAPIRHUA,0309050376,2019-12-18,26930,4,LADRILLERIA EMILIANA GARCIA DE ARGOTE
10598,COCHABAMBA,COCHABAMBA,0301010097,2019-12-18,20220,4,CARPINTERIA ALCOCER
10599,COCHABAMBA,COCHABAMBA,0301010097,2019-12-18,36101,4,CARPINTERIA ALCOCER
10600,COCHABAMBA,COCHABAMBA,0301011070,2019-12-18,36101,4,CARPINTERIA ALCOCER
10601,COCHABAMBA,COLCAPIRHUA,0309050377,2019-12-19,26930,4,LADRILLERIA GUALBERTO ACOSTA SANCHEZ
10602,COCHABAMBA,COLCAPIRHUA,0309050379,2019-12-19,26930,4,
10603,LA PAZ,EL ALTO,0201042784,2019-12-19,19201,4,FABRICAL S.R.L.
10604,COCHABAMBA,COLCAPIRHUA,0309050380,2019-12-20,26930,4,LADRILLERIA ROMULOVARGAS NOGALES
10605,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0701011044,2019-12-21,24120,3,"FABRICA DE FERTILIZANTES HUMICOS Y FULVICOS ""TUTOR S.R.L."""
10606,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001370,2019-12-23,15419,4,HIPERMAXI-SUCURSAL MIRAFLORES-SECCION PANADERIA
10607,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001370,2019-12-23,15411,4,HIPERMAXI-SUCURSAL MIRAFLORES-SECCION PANADERIA
10608,COCHABAMBA,COLCAPIRHUA,0309050027,2019-12-23,24241,2,ASTRIX S.A.
10609,COCHABAMBA,COLCAPIRHUA,0309050027,2019-12-23,25201,2,ASTRIX S.A.
10610,COCHABAMBA,COLCAPIRHUA,0309050027,2019-12-23,24242,2,ASTRIX S.A.
10611,COCHABAMBA,COLCAPIRHUA,0309050027,2019-12-23,24243,2,ASTRIX S.A.
10612,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001367,2019-12-24,15419,4,HIPERMAXI-SUCURSAL SOPOCACHI-SECCION PANADERIA
10613,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001365,2019-12-24,15411,4,HIPERMAXI-SUCURSAL LOS PINOS-SECCION PANADERIA Y PASTELERIA
10614,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001368,2019-12-24,15411,4,HIPERMAXI-SUCURSAL CALACOTO-SECCION PANADERIA
10615,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001367,2019-12-24,15411,4,HIPERMAXI-SUCURSAL SOPOCACHI-SECCION PANADERIA
10616,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001930,2019-12-24,15411,4,HIPERMAXI-SUCURSAL TORRES DEL POETA-SECCION PANADERIA Y PASTELERIA
10617,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001365,2019-12-24,15419,4,HIPERMAXI-SUCURSAL LOS PINOS-SECCION PANADERIA Y PASTELERIA
10618,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001756,2019-12-24,15419,4,HIPERMAXI-SUCURSAL OBRAJES-SECCION PANADERIA
10619,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001930,2019-12-24,15419,4,HIPERMAXI-SUCURSAL TORRES DEL POETA-SECCION PANADERIA Y PASTELERIA
10620,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001754,2019-12-24,15411,4,HIPERMAXI-SUCURSAL ACHUMANI-SECCION PANADERIA
10621,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001368,2019-12-24,15419,4,HIPERMAXI-SUCURSAL CALACOTO-SECCION PANADERIA
10622,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001756,2019-12-24,15411,4,HIPERMAXI-SUCURSAL OBRAJES-SECCION PANADERIA
10623,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001754,2019-12-24,15419,4,HIPERMAXI-SUCURSAL ACHUMANI-SECCION PANADERIA
10624,TARIJA,CERCADO,0601010625,2019-12-25,28920,4,TALLER DE CHAPA Y PINTURA DE RAMIRO ALIAGA
10625,COCHABAMBA,COCHABAMBA,0301011091,2019-12-26,15313,4,"""MOLINOS INPROCER DEL VALLE"""
10626,BENI,RIBERALTA,0802010159,2019-12-27,36990,3,IMPORT & EXPORT ALMENDRAS CNAB
10627,LA PAZ,EL ALTO,0201042867,2019-12-30,24230,3,LABORATORIO CRESPAL S.A.
10628,COCHABAMBA,COLCAPIRHUA,0309050374,2019-12-31,15521,4,GUARAPO VALLUNO
10629,COCHABAMBA,COLCAPIRHUA,0309050266,2020-01-01,28910,4,DIMETAL
10630,COCHABAMBA,COLCAPIRHUA,0309050260,2020-01-01,24230,1,LABORATORIO FARMACEUTICO INDUSTRIAL
10631,COCHABAMBA,COCHABAMBA,0301010672,2020-01-02,31900,4,FABRICA DE SISTEMAS ELECTRONICOS - FASE S.R.L.
10632,LA PAZ,EL ALTO,0201042523,2020-01-09,15411,4,PANADERIA CRUZ
10633,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201000033,2020-01-10,24242,4,LABORATORIOS CRESPAL S.A.
10634,LA PAZ,EL ALTO,0201042963,2020-01-13,15134,4,BANANO MERAL
10635,LA PAZ,EL ALTO,0201043940,2020-01-14,37200,4,RECICLADORA UN MUNDO NUEVO
10636,LA PAZ,EL ALTO,0201043939,2020-01-14,15411,4,PANADERIA SAN FRANCISCO
10637,LA PAZ,EL ALTO,0201042956,2020-01-14,15113,4,"FABRICA DE EMBUTIDOS ""NOVILLITO"""
10638,LA PAZ,EL ALTO,0201043939,2020-01-14,15419,4,PANADERIA SAN FRANCISCO
10639,LA PAZ,EL ALTO,0201043942,2020-01-17,15133,4,MERMELADA DULCE HORA
10640,LA PAZ,EL ALTO,0201043941,2020-01-17,15411,4,"PANADERIA ""MEJIA"""
10641,COCHABAMBA,COCHABAMBA,0301011093,2020-01-21,15411,4,PANADERIA MAN CESPED
10642,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000000010,2020-01-21,36101,4,MUEBLES LIBERTAD
10643,COCHABAMBA,COLCAPIRHUA,0309050145,2020-01-21,15113,4,EMBUTIDORA SAN LORENZO
10644,SANTA CRUZ,MONTERO,0710010662,2020-01-21,28920,4,METAL MECANICA PRECISE
10645,SANTA CRUZ,MONTERO,0710010662,2020-01-21,29230,4,METAL MECANICA PRECISE
10646,LA PAZ,EL ALTO,0201043943,2020-01-21,28110,4,"""MAXEL"""
10647,LA PAZ,EL ALTO,0201043944,2020-01-23,20220,4,BARRACA GENEROSO S.R.L.
10648,LA PAZ,EL ALTO,0201040787,2020-01-23,18103,4,GAV SPORT S.R.L.
10649,LA PAZ,EL ALTO,0201042830,2020-01-24,15330,4,MOLINO EL PARAISO
10650,COCHABAMBA,COCHABAMBA,0301011094,2020-01-24,15411,4,PANADERIA SAN ANDRES
10651,LA PAZ,EL ALTO,0201042830,2020-01-24,15312,4,MOLINO EL PARAISO
10652,SANTA CRUZ,MONTERO,0710010661,2020-01-24,28110,4,TORNERIA HILARION
10653,LA PAZ,EL ALTO,0201042830,2020-01-24,15313,4,MOLINO EL PARAISO
10654,LA PAZ,EL ALTO,0201041147,2020-01-27,15411,4,PANADERIA SAN PABLO
10655,LA PAZ,EL ALTO,0201043945,2020-01-28,24242,4,INDUSTRIA QUIMICA DEL HOGAR INHOBOSA S.A.
10656,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201000021,2020-01-28,24230,3,INDUTRIAS ALBUS S.A.
10657,COCHABAMBA,COLCAPIRHUA,0309050389,2020-01-30,20210,4,INDUSTRIA DE FIBRA DE MADERA SCHWARTZ VRENA S.R.L.
10658,LA PAZ,EL ALTO,0201043946,2020-01-31,15419,4,HORNO DE PANIFICACION PRODUCTOS SAN JOSE
10659,COCHABAMBA,COCHABAMBA,0301011099,2020-02-03,15411,4,PANADERÍA HIPERMAXI S.A.
10660,CHUQUISACA,SUCRE,0101010041,2020-02-03,28110,4,"""TECNO CARPINTERÍA SAN JUANILLO"""
10661,COCHABAMBA,COCHABAMBA,0301010697,2020-02-03,15411,4,PANADERIA SEVERICH
10662,CHUQUISACA,SUCRE,0101010041,2020-02-03,20220,4,"""TECNO CARPINTERÍA SAN JUANILLO"""
10663,CHUQUISACA,SUCRE,0101010041,2020-02-03,36101,4,"""TECNO CARPINTERÍA SAN JUANILLO"""
10664,COCHABAMBA,COCHABAMBA,0301010700,2020-02-03,15411,4,PANADERIA EL PACEÑO
10665,CHUQUISACA,SUCRE,0101010041,2020-02-03,20100,4,"""TECNO CARPINTERÍA SAN JUANILLO"""
10666,COCHABAMBA,COCHABAMBA,0301011099,2020-02-03,15419,4,PANADERÍA HIPERMAXI S.A.
10667,LA PAZ,EL ALTO,0201041894,2020-02-04,28999,4,ARTE Y DISEÑO METAL (ADIMET)
10668,LA PAZ,EL ALTO,0201041894,2020-02-04,20220,4,ARTE Y DISEÑO METAL (ADIMET)
10669,LA PAZ,EL ALTO,0201041894,2020-02-04,28110,4,ARTE Y DISEÑO METAL (ADIMET)
10670,COCHABAMBA,COCHABAMBA,0301011096,2020-02-04,28110,4,METALAP
10671,SANTA CRUZ,MONTERO,0710010664,2020-02-06,15313,4,GRANOS NORPAITITI
10672,LA PAZ,EL ALTO,0201043917,2020-02-06,20100,4,CARPINTERIA MAESTRANZA VASQUEZ
10673,COCHABAMBA,VINTO,0309040130,2020-02-06,15113,4,PRODUCTOS DE AVES Y EMBUTIDOS PAE S.R.L
10674,LA PAZ,EL ALTO,0201043917,2020-02-06,20220,4,CARPINTERIA MAESTRANZA VASQUEZ
10675,CHUQUISACA,SUCRE,0101010411,2020-02-07,25190,4,"FABRICA DE BUJES DE GOMA ""LICERAS"""
10676,COCHABAMBA,COCHABAMBA,0301010389,2020-02-07,15411,4,PANADERIA AYDEE TAPIA CARRILLO
10677,LA PAZ,EL ALTO,0201043948,2020-02-10,15411,4,"HORNO DE PANIFICAION ""INGAVI"""
10678,COCHABAMBA,COLCAPIRHUA,0309050383,2020-02-10,15543,4,CIENCIA INNOVACION Y NUTRICION C.I.N.
10679,LA PAZ,EL ALTO,0201040270,2020-02-12,28930,4,SERPROMAT
10680,COCHABAMBA,COCHABAMBA,0301010655,2020-02-13,22210,4,GRAFICA IMPRESIONES BAUTISTA
10681,COCHABAMBA,COCHABAMBA,0301011104,2020-02-13,22210,4,TRAZOS IMPRENTA
10682,LA PAZ,EL ALTO,0201041544,2020-02-13,19110,3,"CURTIEMBRE ""CUEROS WILL -BOL"""
10683,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001931,2020-02-14,22210,4,INSPIRACION CARDS INDUSTRIAS GRAFICAS
10684,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001931,2020-02-14,22220,4,INSPIRACION CARDS INDUSTRIAS GRAFICAS
10685,LA PAZ,EL ALTO,0201042897,2020-02-14,19110,3,"MANUFACTURES EN CUERO ""AVELINA"""
10686,LA PAZ,EL ALTO,0201042858,2020-02-14,15411,4,"HORNO DE PANIFICACION ""PORTEÑO"""
10687,BENI,RIBERALTA,0802010211,2020-02-16,36990,3,PROCESADORA DE ALIMENTO ECONUEZ
10688,LA PAZ,EL ALTO,0201042898,2020-02-17,19110,3,CURTIEMBRE TARQUI
10689,LA PAZ,EL ALTO,0201042887,2020-02-17,19110,3,"CURTIEMBRE ""ESPINOZA"""
10690,COCHABAMBA,SACABA,0310010389,2020-02-17,15419,4,"PANADERIA ""SAAVEDRA"""
10691,COCHABAMBA,SACABA,0310010389,2020-02-17,15411,4,"PANADERIA ""SAAVEDRA"""
10692,LA PAZ,EL ALTO,0201040726,2020-02-17,19110,3,CUTIEMBRE SARZURI
10693,COCHABAMBA,COCHABAMBA,0301010418,2020-02-17,22220,4,Editora Imprenta Méndez
10694,LA PAZ,EL ALTO,0201042905,2020-02-17,19110,3,CURTIEMBRE ATAHUACHI
10695,LA PAZ,EL ALTO,0201041806,2020-02-18,15314,4,"ELABORACION DE PRODUCTOS ALIMENTICIOS ""EDYMAR"""
10696,COCHABAMBA,COCHABAMBA,0301010433,2020-02-18,22220,4,Editorial Roma
10697,COCHABAMBA,COCHABAMBA,0301010424,2020-02-18,22220,4,Gráfica B y S Trinidad
10698,COCHABAMBA,COCHABAMBA,0301011106,2020-02-19,22210,4,EDITAR
10699,COCHABAMBA,COCHABAMBA,0301011108,2020-02-19,15411,4,PANADERIA GREGORIO YANA LAZO
10700,COCHABAMBA,COCHABAMBA,0301011107,2020-02-19,15411,4,PANADERIA HIPAN II
10701,LA PAZ,EL ALTO,0201043949,2020-02-19,15492,4,ANDEAN DEVOTION
10702,COCHABAMBA,COCHABAMBA,0301011111,2020-02-20,15411,4,PANADERIA DON OSCURO
10703,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0701010050,2020-02-20,15201,4,PRODUCTOS LACTEOS LA CAMPIÑA S.R.L
10704,COCHABAMBA,COCHABAMBA,0301011109,2020-02-20,15411,4,PANADERIA VICKY
10705,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0701010050,2020-02-20,15132,4,PRODUCTOS LACTEOS LA CAMPIÑA S.R.L
10706,COCHABAMBA,COCHABAMBA,0301011113,2020-02-20,15411,4,PANADERIA SEÑOR DE MAYO
10707,COCHABAMBA,COCHABAMBA,0301011112,2020-02-20,15411,4,PANADERIA BUENA VISTA
10708,COCHABAMBA,COCHABAMBA,0301011114,2020-02-20,15411,4,PANADERIA VALLE HERMOSO
10709,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0701010492,2020-02-20,28920,4,
10710,COCHABAMBA,COCHABAMBA,0301011115,2020-02-20,15411,4,PANADERIA SAN ANDRES
10711,COCHABAMBA,COCHABAMBA,0301011119,2020-02-21,15411,4,PANADERIA ASUNTA
10712,COCHABAMBA,COCHABAMBA,0301011116,2020-02-21,15411,4,PANADERIA ALTO MIRADOR
10713,COCHABAMBA,COCHABAMBA,0301011126,2020-02-21,15411,4,PANADERIA DAYANA
10714,COCHABAMBA,COCHABAMBA,0301011122,2020-02-21,15411,4,PANADERIA BEYMAR
10715,LA PAZ,EL ALTO,0201043950,2020-02-21,28920,4,TORNERIA POLY
10716,COCHABAMBA,COCHABAMBA,0301011125,2020-02-21,15411,4,PANADERIA SANTO DOMINGO
10717,COCHABAMBA,COCHABAMBA,0301011121,2020-02-21,15411,4,PANADERIA ELIEZER
10718,COCHABAMBA,COCHABAMBA,0301011123,2020-02-21,15411,4,PANADERIA FLORES
10719,COCHABAMBA,COCHABAMBA,0301011127,2020-02-21,15411,4,PANADERIA JOEL
10720,COCHABAMBA,COCHABAMBA,0301011118,2020-02-21,15411,4,PANADERIA SAN JOSE
10721,COCHABAMBA,COCHABAMBA,0301011120,2020-02-21,15411,4,PANADERIA HORTENCIA
10722,COCHABAMBA,COCHABAMBA,0301011124,2020-02-21,15411,4,PANADERIA DOÑA MARTHA
10723,COCHABAMBA,COCHABAMBA,0301011130,2020-02-26,15411,4,PANADERIA 20 DE OCTUBRE
10724,LA PAZ,EL ALTO,0201043951,2020-02-26,15412,4,PANADERIA ESPINOZA
10725,COCHABAMBA,COCHABAMBA,0301011131,2020-02-26,15411,4,PANADERIA PUCARA
10726,LA PAZ,EL ALTO,0201043951,2020-02-26,15419,4,PANADERIA ESPINOZA
10727,COCHABAMBA,COCHABAMBA,0301011132,2020-02-26,15411,4,PANADERIA S Y R
10728,LA PAZ,EL ALTO,0201043951,2020-02-26,15411,4,PANADERIA ESPINOZA
10729,COCHABAMBA,COCHABAMBA,0301011128,2020-02-26,15411,4,PANADERIA MAMANI
10730,COCHABAMBA,COCHABAMBA,0301011129,2020-02-26,15411,4,PANADERIA HUARI
10731,COCHABAMBA,COCHABAMBA,0301011133,2020-02-26,28920,4,"TORNERÍA ""PEDRAZAS"""
10732,LA PAZ,EL ALTO,0201042928,2020-02-27,22210,4,"IMPRENTA ""LEO"""
10733,COCHABAMBA,COCHABAMBA,0301011139,2020-02-27,15411,4,PANADERIA LOS CACHITOS
10734,COCHABAMBA,COCHABAMBA,0301010654,2020-02-27,22210,4,COMPAÑIA GRAFICA INDUSTRIAL LIMITADA C.G.I. LTDA
10735,COCHABAMBA,COCHABAMBA,0301011141,2020-02-27,15411,4,PANADERIA MIXTO
10736,COCHABAMBA,COCHABAMBA,0301011135,2020-02-27,22210,4,VELOPRINT
10737,COCHABAMBA,COCHABAMBA,0301011145,2020-02-27,15411,4,PANADERIA LOS ANGELES
10738,COCHABAMBA,COCHABAMBA,0301011138,2020-02-27,15411,4,PANADERIA SA SI PAN
10739,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201000573,2020-02-27,21099,4,FABRICACION DE ARTICULOS DE PAPEL Y CARTON
10740,COCHABAMBA,COCHABAMBA,0301011144,2020-02-27,15411,4,PANADERIA AVAROA
10741,COCHABAMBA,COCHABAMBA,0301011137,2020-02-27,15411,4,PANADERIA SAN CARLOS
10742,COCHABAMBA,COCHABAMBA,0301011136,2020-02-27,22210,4,GRAFICA SHEKHINA
10743,COCHABAMBA,COCHABAMBA,0301011143,2020-02-27,15411,4,PANADERIA QUIRQUINCHO
10744,COCHABAMBA,COCHABAMBA,0301011142,2020-02-27,15411,4,PANADERIA FAVIANA
10745,COCHABAMBA,COCHABAMBA,0301011140,2020-02-27,15411,4,PANADERIA TINTA
10746,COCHABAMBA,COCHABAMBA,0301010705,2020-03-02,15411,4,"PANADERÍA ""HIPERMAXI S.A."" (SUCURSAL TORRES SOFER)"
10747,COCHABAMBA,COCHABAMBA,0301010705,2020-03-02,15419,4,"PANADERÍA ""HIPERMAXI S.A."" (SUCURSAL TORRES SOFER)"
10748,COCHABAMBA,COCHABAMBA,0301010688,2020-03-02,15419,4,"PANADERÍA ""HIPERMAXI S.A."" (SUCURSAL AV. BLANCO GALINDO)"
10749,COCHABAMBA,COCHABAMBA,0301010688,2020-03-02,15411,4,"PANADERÍA ""HIPERMAXI S.A."" (SUCURSAL AV. BLANCO GALINDO)"
10750,LA PAZ,EL ALTO,0201043952,2020-03-04,36910,4,ORFEXPORT BOLIVIA
10751,BENI,RIBERALTA,0802010069,2020-03-06,15111,3,MATADERO VILLA LIZ
10752,LA PAZ,EL ALTO,0201040254,2020-03-09,17111,3,CONVERTIDORA DE FIBRAS GRISEL LIMITADA COFIGRIL
10753,LA PAZ,EL ALTO,0201040254,2020-03-09,17112,3,CONVERTIDORA DE FIBRAS GRISEL LIMITADA COFIGRIL
10754,LA PAZ,EL ALTO,0201043954,2020-03-11,37100,4,INDUSTRIA DE EQUIPOS GASTRONOMICOS SUPERIOR S.R.L.
10755,LA PAZ,EL ALTO,0201043954,2020-03-11,28920,4,INDUSTRIA DE EQUIPOS GASTRONOMICOS SUPERIOR S.R.L.
10756,LA PAZ,EL ALTO,0201043954,2020-03-11,28110,4,INDUSTRIA DE EQUIPOS GASTRONOMICOS SUPERIOR S.R.L.
10757,COCHABAMBA,PUERTO VILLARROEL,0312050086,2020-03-12,15543,4,FÁBRICA DE HIELO MENDOZA
10758,COCHABAMBA,COCHABAMBA,0301011149,2020-03-13,15411,4,PANADERIA BUEN SAMARITANO
10759,LA PAZ,EL ALTO,0201043955,2020-03-13,15132,4,FRENAYSA
10760,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201001932,2020-03-13,15411,4,PANADERIA BERLIN
10761,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201000016,2020-03-16,15311,4,COMPAÑIA MOLINERA BOLIVIANA S.A.
10762,COCHABAMBA,COCHABAMBA,0301011151,2020-03-16,22210,4,RK IMPRESIONES
10763,COCHABAMBA,COCHABAMBA,0301011153,2020-03-17,15411,4,PANADERIA 1ro de Septiembre
10764,COCHABAMBA,COCHABAMBA,0301011155,2020-03-17,15411,4,PANADERIA SAN NICOLAS
10765,COCHABAMBA,COCHABAMBA,0301011154,2020-03-17,15411,4,PANADERIA EL SAUCESITO
10766,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0701010720,2020-03-18,20210,4,INDUSTRIA MADERERA SUTO LTDA
10767,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0701010720,2020-03-18,20100,4,INDUSTRIA MADERERA SUTO LTDA
10768,LA PAZ,EL ALTO,0201043956,2020-03-18,26930,4,EMPRESA INDUSTRIAL MERCEDARIO
10769,POTOSI,POTOSI,0501010211,2020-03-20,15411,4,REPOSTERÍA SANTA ROSA
10770,LA PAZ,EL ALTO,0201043958,2020-03-20,17210,4,SLBB GROUP-SHAMATEXTIL
10771,LA PAZ,EL ALTO,0201040027,2020-03-20,21020,2,LA PAPELERA SA
10772,LA PAZ,EL ALTO,0201043959,2020-03-20,37200,4,RECICLADORA EL AMANECER
10773,LA PAZ,EL ALTO,0201043959,2020-03-20,37100,4,RECICLADORA EL AMANECER
10774,LA PAZ,EL ALTO,0201040027,2020-03-20,22210,2,LA PAPELERA SA
10775,POTOSI,POTOSI,0501010211,2020-03-20,15419,4,REPOSTERÍA SANTA ROSA
10776,LA PAZ,EL ALTO,0201042966,2020-03-20,15411,4,PANADERIA MENDOZA
10777,POTOSI,POTOSI,0501010212,2020-04-13,15419,4,PANADERÍA INPASUR
10778,POTOSI,POTOSI,0501010212,2020-04-13,15411,4,PANADERÍA INPASUR
10779,LA PAZ,EL ALTO,0201042623,2020-05-19,15433,4,ELABORACION DE SULCES ARTESANAL (SAHUMERIO)
10780,COCHABAMBA,COCHABAMBA,0301010426,2020-06-01,22210,4,Imprenta Esquel
10781,COCHABAMBA,COCHABAMBA,0301011156,2020-06-01,28920,4,GRECIA S.R.L.
10782,COCHABAMBA,VINTO,0309040128,2020-06-02,37200,4,PROMADIS
10783,COCHABAMBA,VINTO,0309040128,2020-06-02,37100,4,PROMADIS
10784,COCHABAMBA,COCHABAMBA,0301011157,2020-06-03,22210,4,Imprenta IMPRESQUIN
10785,LA PAZ,EL ALTO,0201043963,2020-06-04,15134,4,COSSECHAR
10786,LA PAZ,EL ALTO,0201043965,2020-06-06,15113,4,EMBUTIDOS ESTRANY
10787,COCHABAMBA,COCHABAMBA,0301011160,2020-06-10,20100,4,"BARRACA ""ABIMAR"""
10788,COCHABAMBA,COCHABAMBA,0301010452,2020-06-12,22210,4,"IMPRENTA GRUPO GRAFICO INDUSTRIAL ""A"" S.R.L."
10789,COCHABAMBA,COCHABAMBA,0301011161,2020-06-15,15411,4,PANADERIA CIRILA Y GENARO
10790,COCHABAMBA,COCHABAMBA,0301011162,2020-06-15,15411,4,PANADERIA SAN NICOLAS
10791,POTOSI,POTOSI,0501010213,2020-06-15,36101,4,MUEBLERÍA UYUNI
10792,POTOSI,POTOSI,0501010214,2020-06-15,20100,4,MUEBLERIA QUSLITY FMS
10793,POTOSI,POTOSI,0501010214,2020-06-15,36101,4,MUEBLERIA QUSLITY FMS
10794,COCHABAMBA,COCHABAMBA,0301010831,2020-06-15,22220,4,GRAFICA SINGULAR
10795,COCHABAMBA,COCHABAMBA,0301011164,2020-06-16,15411,4,Panadería EMILIANA
10796,COCHABAMBA,COCHABAMBA,0301011165,2020-06-16,15203,4,LACTEOGU
10797,COCHABAMBA,COCHABAMBA,0301011165,2020-06-16,15201,4,LACTEOGU
10798,COCHABAMBA,COCHABAMBA,0301011168,2020-06-17,15411,4,PANADERIA SAN JUAN DE DIOS
10799,COCHABAMBA,COCHABAMBA,0301011170,2020-06-17,15411,4,PANADERIA TRAFALGAR
10800,COCHABAMBA,COCHABAMBA,0301011167,2020-06-17,15411,4,PANADERIA MARIA VIRGINIA FERNANDEZ
10801,COCHABAMBA,COCHABAMBA,0301011169,2020-06-17,15411,4,PANADERIA VENEDICTA JESUS RIOS
10802,COCHABAMBA,COCHABAMBA,0301011171,2020-06-18,15411,4,PANADERIA TROPICAL
10803,COCHABAMBA,VINTO,0309040082,2020-06-18,15411,4,PANADERIA JUAN CARLOS CHOQUE
10804,COCHABAMBA,COCHABAMBA,0301011173,2020-06-19,15411,4,PANADERIA JUAN DE DIOS
10805,COCHABAMBA,COCHABAMBA,0301010602,2020-06-19,17120,4,H&L JEANS
10806,COCHABAMBA,COCHABAMBA,0301011175,2020-06-19,15411,4,PANADERIA DON JORGE
10807,COCHABAMBA,COCHABAMBA,0301011174,2020-06-19,15411,4,PANADERIA FRANCISCA ALMANZA BARRIOS
10808,COCHABAMBA,COCHABAMBA,0301010602,2020-06-19,18101,4,H&L JEANS
10809,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201000026,2020-06-23,24230,3,LABORATORIOS ALCOS S.A. PLANTA MIRAFLORES
10810,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0201000026,2020-06-23,25201,3,LABORATORIOS ALCOS S.A. PLANTA MIRAFLORES
10811,COCHABAMBA,COCHABAMBA,0301011182,2020-06-23,15411,4,PANADERIA MARCOS
10812,COCHABAMBA,COCHABAMBA,0301011181,2020-06-23,15411,4,PANADERIA VALLEJOS
10813,COCHABAMBA,SACABA,0310010454,2020-06-24,28110,4,IMPROESTRUMENTAL S.R.L
10814,LA PAZ,EL ALTO,0201043962,2020-06-29,20230,4,EXOTIC TIMBRE S.R.L.
10815,LA PAZ,EL ALTO,0201043962,2020-06-29,20100,4,EXOTIC TIMBRE S.R.L.
10816,LA PAZ,EL ALTO,0201043962,2020-06-29,20220,4,EXOTIC TIMBRE S.R.L.
10817,LA PAZ,EL ALTO,0201040069,2020-07-01,15541,4,CERVECERIA BOLIVIANA NACIONAL S.A. PANTA DE GASEOSAS PEPSI EL ALTO
10818,COCHABAMBA,COLCAPIRHUA,0309050384,2020-07-05,20100,4,ASERRADERO Y BARRACA COLQUE
