,DEPARTAMENTO,MUNICIPIO,CODIGO REGISTRO,FECHA REGISTRO,CAEB_SEP,CIRC,NOMBRE DE LA UNIDAD
0,COCHABAMBA,QUILLACOLLO,0309010464,1970-01-01,15419,4,PANADERIA - PASTELERIA: 360°GRADOS
1,COCHABAMBA,QUILLACOLLO,0309010464,1970-01-01,15411,4,PANADERIA - PASTELERIA: 360°GRADOS
2,LA PAZ,EL ALTO,0201043602,1970-01-01,26990,3,PLANTA DE ASFALTO GAM EL ALTO
3,COCHABAMBA,SIPE SIPE,0309020053,2001-04-07,15112,2,PELADORA DE POLLOS VILOMA
4,CHUQUISACA,CAMARGO,0107010005,2003-06-08,15512,3,BODEGA SAN ANTONIO
5,CHUQUISACA,CAMARGO,0107010005,2003-06-08,15521,3,BODEGA SAN ANTONIO
6,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002062,2003-11-19,36101,4,INDUSTRIA DE LA MADERA NAZARENO PURPURA CARPINTERIA
7,BENI,TRINIDAD,0000000514,2004-02-25,15512,3,BODEGA CEPAS DEL VALLE
8,BENI,TRINIDAD,0000000514,2004-02-25,15521,3,BODEGA CEPAS DEL VALLE
9,LA PAZ,EL ALTO,0201040119,2004-03-19,15133,4,INALBEX
10,LA PAZ,EL ALTO,0201040119,2004-03-19,15201,4,INALBEX
11,LA PAZ,EL ALTO,0201040119,2004-03-19,15512,4,INALBEX
12,TARIJA,CERCADO,0601010013,2004-06-28,15512,3,BODEGA CEPAS DEL VALLE
13,TARIJA,CERCADO,0601010013,2004-06-28,15521,3,BODEGA CEPAS DEL VALLE
14,LA PAZ,VIACHA,0000000760,2004-06-29,25209,4,CENTRO DE PROCESAMIENTO DE PLASTICO
15,COCHABAMBA,VINTO,0309040006,2004-07-05,24230,4,LABORATORIOS VALENCIA
16,LA PAZ,VIACHA,0000000755,2004-07-06,26941,2,SOCIEDAD BOLIVIANA DE CEMENTO SA
17,LA PAZ,VIACHA,0000000756,2004-07-30,15411,4,PANADERIA PETRONA
18,LA PAZ,VIACHA,0000000757,2004-08-25,26930,3,INCERPATZI
19,LA PAZ,VIACHA,0000000759,2004-08-31,26930,3,CERAMICA ALI
20,LA PAZ,VIACHA,0000000758,2004-08-31,26930,3,CERAMICA BLANCO
21,ORURO,ORURO,0401010037,2004-09-10,20220,4,"BARRACA ""LAS PALMERAS"""
22,LA PAZ,VIACHA,0000000761,2004-09-30,26930,3,CERAMICA CERAT
23,CHUQUISACA,CAMARGO,0107010006,2004-10-01,15512,1,SOCIEDAD AGROINDUSTRIAL EL RANCHO LTDA
24,LA PAZ,EL ALTO,0201040227,2004-10-06,15512,3,DESTILERIA EL CHICHEÑO
25,LA PAZ,VIACHA,0000000763,2004-10-15,26942,3,CALERA HEGOF
26,LA PAZ,EL ALTO,0201040239,2004-10-19,15543,3,INDUSTRIA DE BEBIDAS INBE
27,LA PAZ,EL ALTO,0201040239,2004-10-19,15512,3,INDUSTRIA DE BEBIDAS INBE
28,CHUQUISACA,CAMARGO,0107010011,2004-10-28,15512,4,"BODEGA ""CEPA DE ORO"""
29,CHUQUISACA,CAMARGO,0107010011,2004-10-28,15521,4,"BODEGA ""CEPA DE ORO"""
30,LA PAZ,VIACHA,0000000765,2004-11-03,18109,4,SOMBRERERIA PRIMAVERA
31,LA PAZ,VIACHA,0000000767,2004-11-03,18109,4,SOMBRERERIA FLORES
32,LA PAZ,VIACHA,0000000764,2004-11-03,18109,4,SOMBRERERIA ROSAURA
33,LA PAZ,VIACHA,0000000766,2004-11-03,18109,4,SOMBRERERIA MARINA
34,LA PAZ,VIACHA,0000000768,2004-11-04,18109,4,SOMBRERERIA MANIX
35,LA PAZ,VIACHA,0000000769,2004-11-04,18109,4,SOMBRERERIA LA NUEVA CALIDAD
36,COCHABAMBA,COLCAPIRHUA,0309050062,2004-11-05,26990,4,VITROFIBRA-FABICA DE TANQUES DE AGUA
37,LA PAZ,VIACHA,0000000771,2004-11-08,21091,3,INDESSA
38,LA PAZ,VIACHA,0000000770,2004-11-08,36990,4,CIERRES INCA SRL
39,COCHABAMBA,VINTO,0309040025,2004-11-23,15313,4,"CENTRO DE ELABORACION DE ALIMENTOS DE BOLIVIA ""CEAB S.R.L."""
40,COCHABAMBA,VINTO,0309040025,2004-11-23,15411,4,"CENTRO DE ELABORACION DE ALIMENTOS DE BOLIVIA ""CEAB S.R.L."""
41,COCHABAMBA,VINTO,0309040025,2004-11-23,15412,4,"CENTRO DE ELABORACION DE ALIMENTOS DE BOLIVIA ""CEAB S.R.L."""
42,CHUQUISACA,CAMARGO,0107010036,2005-07-04,15111,4,MATADERO MUNICIPAL CAMARGO
43,TARIJA,CERCADO,0601010048,2005-07-07,24290,3,EMPRESA HILANI
44,LA PAZ,EL ALTO,0201040431,2005-09-27,24112,3,ELABORACION DE ELECTROLITOS HERMELINDA QUISPE ZONA VILLA INGENIO
45,LA PAZ,EL ALTO,0201040444,2005-10-12,28920,3,MECANICA S.R.L
46,LA PAZ,VIACHA,0000000751,2005-11-17,15113,4,EMBUTIDOS DORITA
47,LA PAZ,EL ALTO,0201040480,2005-11-28,24112,3,RECARGADO DE BATERIAS HUANCA
48,LA PAZ,VIACHA,0000000752,2005-12-22,18109,4,DUVET
49,LA PAZ,VIACHA,0000000753,2005-12-30,15201,4,ASOCIACION DE PRODUCTORES LACTEOS DE VIACHA APROLAC -V
50,LA PAZ,VIACHA,0000000753,2005-12-30,15203,4,ASOCIACION DE PRODUCTORES LACTEOS DE VIACHA APROLAC -V
51,LA PAZ,EL ALTO,0201040505,2006-02-10,24290,3,QUIMICA ROCHA
52,LA PAZ,EL ALTO,0201040505,2006-02-10,24112,3,QUIMICA ROCHA
53,LA PAZ,EL ALTO,0201040510,2006-02-16,24112,3,PINTURA BOLIVIANA PINTABOL
54,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002110,2006-03-04,15113,4,FABRICA DE EMBUTIDOS
55,LA PAZ,EL ALTO,0201040519,2006-03-07,28920,3,TALLER CHUQUIAGO S.R.L
56,LA PAZ,EL ALTO,0201040532,2006-03-27,28920,3,TALLER BOLIMAR MOTORS IMPORT-EXPORT
57,LA PAZ,EL ALTO,0201040568,2006-05-19,24112,3,ELABORACION DE ELECTROLITOS DE JUSTINA MAMANI
58,LA PAZ,VIACHA,0000000754,2006-05-19,28910,3,ILUMIBOL
59,TARIJA,CERCADO,0601010086,2006-06-06,15521,3,EMPRESA KUHLMAN & COMPAÑIA LTDA
60,TARIJA,CERCADO,0601010086,2006-06-06,15512,3,EMPRESA KUHLMAN & COMPAÑIA LTDA
61,BENI,RIBERALTA,0802010035,2006-06-09,15134,4,BENEFICIADORA DE ALMENDRAS URKUPIÑA SRL
62,LA PAZ,VIACHA,0000000746,2006-07-17,18101,4,CONFECCIONES ROINBOL
63,LA PAZ,VIACHA,0000000747,2006-07-26,15113,4,EMBUTIDOS LA PORTEÑA
64,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002602,2006-08-04,28999,4,TALLER METAL MECANICA
65,LA PAZ,VIACHA,0000000749,2006-08-28,26942,4,CALERA CERRO BLANCO PRODUCCION DE CAL
66,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001616,2007-01-10,22210,4,IMPRENTA MORALES MORALITOS
67,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002120,2007-01-23,15133,4,PRODUCCION DE PULPAS DE FRUTAS
68,LA PAZ,EL ALTO,0201040721,2007-02-27,15512,3,BOLIVIAN DRINKS
69,BENI,RIBERALTA,0802010026,2007-03-06,15134,3,GREEN FOREST PRODUCTS S.A
70,LA PAZ,VIACHA,0000000732,2007-03-09,26941,2,SOCIEDAD BOLIVIANA DE CEMENTO SA-VIACHA
71,LA PAZ,VIACHA,0000000735,2007-05-18,25201,4,PACK PLAST SRL
72,LA PAZ,VIACHA,0000000737,2007-06-11,26930,4,PRODUCTOS DE CERAMICA AVAROA
73,COCHABAMBA,VINTO,0309040030,2007-07-31,15542,4,AGUA DE LA ROCA
74,LA PAZ,VIACHA,0000000738,2007-11-03,15203,3,CENTRO DE PRODUCCION LACTEA EMILIA POCOACA
75,LA PAZ,VIACHA,0000000738,2007-11-03,15201,3,CENTRO DE PRODUCCION LACTEA EMILIA POCOACA
76,LA PAZ,VIACHA,0000000740,2007-12-01,26930,3,CERAMICA LA PAZ
77,LA PAZ,VIACHA,0000000741,2007-12-06,26930,3,INCERBOL
78,LA PAZ,VIACHA,0000000743,2007-12-12,15201,3,NUTRIMAX SRL
79,LA PAZ,VIACHA,0000000743,2007-12-12,15202,3,NUTRIMAX SRL
80,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002590,2007-12-13,18109,4,CONFECCION DE GORRAS BORDADOS POLERAS Y ROPA DEPORTIVA
81,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002899,2007-12-20,15111,2,MATADERO FRIGORIFICO
82,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002009,2008-01-01,25201,4,FABRICA DE PRODUCTOS PLASTICOS
83,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001945,2008-01-01,22210,4,ARTES GRAFICAS DEL GRAN PODER
84,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002012,2008-01-01,28920,4,TALLER DE RADIADORES
85,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002012,2008-01-01,34300,4,TALLER DE RADIADORES
86,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002011,2008-01-01,29130,4,TALLER MECANICO ROMATRACK
87,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001614,2008-01-02,22210,4,ARIAS IMPRESIONES
88,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001615,2008-01-04,22210,4,EDITORIAL GRECO
89,BENI,TRINIDAD,0000001079,2008-01-07,28110,4,SERVICIOS BARA
90,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002588,2008-01-07,20220,4,BARRACA
91,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002587,2008-01-07,28920,4,PLANTA DE TRATAMIENTO TERMICO DE METALES
92,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001617,2008-01-10,22210,4,JQ IMPRESIONES GRAFICAS
93,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001618,2008-01-10,22210,4,IMPRENTA ECUADERNACION LIDER
94,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001619,2008-01-14,15120,4,EMPAQUETADORA DE PESCADO FILETEADO
95,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001620,2008-01-17,28920,4,METAL MECANICA DJA SRL
96,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002895,2008-01-18,20100,4,BARRACA
97,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001621,2008-01-21,22210,4,WILFLOR VEGA VELEZ
98,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001622,2008-01-22,17301,4,ALESCAR
99,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001623,2008-01-23,28920,4,SERVICIO AUTOTECNLOGIA SRL AUTOTECNO SRL
100,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001675,2008-01-23,29250,4,SERVICIO INDUSTRIAL Y MAQUINARIA ANTEZANA SRL
101,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001677,2008-01-24,22210,4,CENTRO DE ORIENTACION GRAFICA
102,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001676,2008-01-25,28920,4,TALLER DE REPARACIONES CHAPA PINTURA Y MOTORES TRAMEC PINTURAS SRL
103,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001678,2008-01-28,18101,4,MAZAL SA
104,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001967,2008-01-29,20100,4,BARRACA MARRIMIA
105,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002591,2008-01-30,20100,4,BARRACA
106,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001679,2008-01-30,18101,4,PET FASHION
107,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002896,2008-01-30,20220,4,BARRACA
108,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001679,2008-01-30,18103,4,PET FASHION
109,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002592,2008-01-30,28920,3,TORNERIA Y/O MATRICERIA METALICA
110,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001679,2008-01-30,37200,4,PET FASHION
111,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001680,2008-02-01,22210,4,SOCIEDAD IMPRESORA DE PAPALES SOIPA LTDA
112,LA PAZ,VIACHA,0000000564,2008-02-01,25209,4,CENTERPLAST
113,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002030,2008-02-07,20100,4,BARRACA
114,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002030,2008-02-07,20220,4,BARRACA
115,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002029,2008-02-07,36101,4,TALLER DE CARPINTERIA
116,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001681,2008-02-08,22220,4,ARTES GRAFICAS POLICROMO
117,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001682,2008-02-11,22190,4,ANDINO
118,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001682,2008-02-11,22210,4,ANDINO
119,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001683,2008-02-11,25110,4,VULCAMIT
120,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001685,2008-02-12,15543,4,PLANTA DE AGUA E INDUSTRIA DERIVADA - PAIDE SRL
121,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001684,2008-02-13,22220,4,MANUFACTURAS E IMPRENTA WEINBERG SRL
122,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001686,2008-02-14,28920,4,CARLOS ESPINOZA
123,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001687,2008-02-14,22210,4,GEELE
124,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001688,2008-02-14,24230,3,INDUSTRIA BOLIVIANA QUIMICA INQUIBOL
125,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001689,2008-02-15,15419,4,PASTELERIA KUCHEN STUBE
126,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001689,2008-02-15,15412,4,PASTELERIA KUCHEN STUBE
127,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002031,2008-02-18,34300,4,TALLER DE RADIADORES
128,LA PAZ,VIACHA,0000000565,2008-02-20,26930,3,CERAMICA HUANCA LAURA
129,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002894,2008-02-21,,4,PANADERIA
130,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002894,2008-02-21,15411,4,PANADERIA
131,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002894,2008-02-21,15412,4,PANADERIA
132,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001690,2008-02-25,36910,4,ANTONIO R CHOQUE FLORES
133,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001691,2008-02-27,22210,4,PRODUCCIONES CIMA
134,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001965,2008-03-02,25209,4,FABRICA DE PLASTICOS
135,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002028,2008-03-06,34300,4,TORNERIA AHATEC
136,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001692,2008-03-06,22210,4,HEBRON IMPRESORES
137,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001692,2008-03-06,22190,4,HEBRON IMPRESORES
138,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002028,2008-03-06,28920,4,TORNERIA AHATEC
139,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001693,2008-03-07,15419,4,ALEXANDER COOKIE SRL
140,LA PAZ,VIACHA,0000000566,2008-03-10,26930,3,CERAMICA COPACABANA
141,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002112,2008-03-16,34300,4,TORNERIA
142,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002112,2008-03-16,28920,4,TORNERIA
143,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001695,2008-03-18,28110,4,JHONNY
144,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001694,2008-03-18,36102,4,ARTESANIAS EN FIERRO FORJADO RIMPOLIO
145,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001694,2008-03-18,28910,4,ARTESANIAS EN FIERRO FORJADO RIMPOLIO
146,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001695,2008-03-18,28999,4,JHONNY
147,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001697,2008-03-24,22220,4,MULTI GRAPH
148,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001697,2008-03-24,22210,4,MULTI GRAPH
149,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001696,2008-03-24,37200,4,SOYAVIT
150,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001698,2008-03-24,22210,4,AMEGRAF LTDA
151,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001699,2008-03-26,28999,4,TRAMECOP
152,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001767,2008-03-28,15442,4,DA GLORIA PASTA
153,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001700,2008-03-28,20220,4,BOLGOLV INTERNATIONAL SRL
154,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001768,2008-04-03,37200,4,COND ARCO
155,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001769,2008-04-04,18101,4,MEX SA
156,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002021,2008-04-05,20100,4,EMPRESA MADERERA AMBURANA EL ROBLE PARA SU UNIDAD DE CEPILLADO Y ASERRADO DE MADERA
157,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002022,2008-04-14,20220,4,BARRCA Y CARPINTERIA BRISA
158,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002022,2008-04-14,36101,4,BARRCA Y CARPINTERIA BRISA
159,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002023,2008-04-14,28920,4,
160,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002023,2008-04-14,34300,4,
161,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001770,2008-04-14,20100,4,SOCIEDAD SYNERGY LTDA
162,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001771,2008-04-24,15111,3,AGROPECUARIA MEXICO AMROMEX
163,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001771,2008-04-24,15114,3,AGROPECUARIA MEXICO AMROMEX
164,LA PAZ,VIACHA,0000000569,2008-04-29,26930,3,INDUSTRIAS EN LADRILLOS PATZI
165,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001772,2008-05-02,28920,4,SERVICIO TECNICO PERSONALIZADO
166,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002027,2008-05-04,34300,4,TALLER DE RECONSTRUCCION DE MASCARAS Y STPS
167,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002026,2008-05-04,17120,4,LAVANDERIA BURBUJAS
168,BENI,TRINIDAD,0000001074,2008-05-06,28110,4,METALURGICA LAURO
169,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002020,2008-05-06,25201,4,FABRICA DE ENVASES PLASTICOS
170,BENI,TRINIDAD,0000001073,2008-05-06,20100,4,ARMONIA
171,BENI,TRINIDAD,0000001076,2008-05-06,20220,4,ASERRADERO DE LA MADERA
172,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001773,2008-05-08,15131,4,ELABORACION DE MANTEQUILLA DE PALTA
173,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002019,2008-05-08,36103,4,MUEBLERIA
174,BENI,TRINIDAD,0000001072,2008-05-16,26930,4,FABRICA DE LADRILLOS
175,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002025,2008-05-19,20100,4,BARRACA LINETH
176,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002025,2008-05-19,20220,4,BARRACA LINETH
177,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002013,2008-05-23,20220,4,"CARPINTERIA ""SAFER"""
178,LA PAZ,VIACHA,0000000570,2008-05-27,26930,3,CERAMICA DORADO
179,BENI,RIBERALTA,0000000649,2008-05-27,26930,3,ASOCIACION DE PRODUCTORES PARA EL DESARROLLO INTEGRAL DE CERAMICA DE AMAZONIA APDICA
180,SANTA CRUZ,MONTERO,0710010256,2008-05-27,15312,4,"""INGENIO ARROCERO GARCIA"""
181,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001776,2008-05-28,15512,4,PROCESADORA DE ALIMENTOS NATURALES SANTA CLARA
182,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001777,2008-06-02,15314,4,JACHA INTI INDUSTRIAL SOCIEDAD ANONIMA
183,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002014,2008-06-02,20220,4,ELABORACION DE PISOS DE MADERA
184,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002015,2008-06-02,24111,3,FABRICACION DE GASES INDUSTRIALES
185,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001775,2008-06-04,22210,4,EDICIONES EXCELSIOR SRL
186,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001775,2008-06-04,22220,4,EDICIONES EXCELSIOR SRL
187,BENI,RIBERALTA,0000001004,2008-06-09,36990,3,ECOFRUIT LTDA
188,BENI,RIBERALTA,0000001027,2008-06-10,20100,4,ASERRADERP GUIMBARD
189,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002016,2008-06-12,24242,4,FABRICA DE PRODUCTOS QUIMICOS
190,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002017,2008-06-12,28920,4,TALLER DE CONVERSION A GAS NATURAL VEHICULAR
191,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002016,2008-06-12,15542,4,FABRICA DE PRODUCTOS QUIMICOS
192,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002017,2008-06-12,34300,4,TALLER DE CONVERSION A GAS NATURAL VEHICULAR
193,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001968,2008-06-12,19110,3,CURTIEMBRE CROCOHIDES SRL
194,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002016,2008-06-12,24241,4,FABRICA DE PRODUCTOS QUIMICOS
195,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001778,2008-06-20,15542,4,AQUA SED
196,BENI,TRINIDAD,0000001069,2008-06-26,15132,4,ECOFRUT SRL
197,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002010,2008-07-08,15330,4,FABRICA CENTRAL DE INSUMOS ME SRL
198,LA PAZ,VIACHA,0000000610,2008-07-09,26942,3,CALERA VICTOR FLORES
199,BENI,TRINIDAD,0000001077,2008-07-14,15134,4,DESHIDRATADO CLASIFICADO Y SELECCIÓN DE OREGANO
200,BENI,TRINIDAD,0000001070,2008-07-15,20220,4,INPRODEM E&L
201,BENI,RIBERALTA,0000001020,2008-07-15,20100,3,FOREST FOR EVER LTDA 
202,LA PAZ,VIACHA,0000000612,2008-07-17,26942,4,PROCESADORA DE CAL
203,LA PAZ,VIACHA,0000000673,2008-07-18,15411,4,PANADERIA CORI
204,BENI,TRINIDAD,0000001068,2008-07-25,28120,4,MORON
205,BENI,TRINIDAD,0000001068,2008-07-25,28110,4,MORON
206,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002603,2008-07-28,15330,4,PLANTA PROCESADORA DE PLUS COMAGRO
207,BENI,TRINIDAD,0000001071,2008-07-29,15314,4,ELABORACION DE TOSTADO
208,BENI,TRINIDAD,0000001078,2008-07-30,25209,4,FORMAS PLASTICAS
209,TARIJA,CERCADO,0601010109,2008-07-30,25209,4,FORMAS PLASTICAS SRL
210,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002599,2008-07-30,34300,4,FABRICA DE REPUESTOS AUTOMOTRICES FADERPA LTDA
211,BENI,TRINIDAD,0000001080,2008-07-31,25201,4,EMBOTELLADORAS BOLIVIANAS UNIDAS EMBOL SA
212,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002182,2008-08-01,36101,4,FABRICA DE MUEBLES MUÑOZ 
213,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002900,2008-08-11,20100,4,ASERRADERO Y CARPINTERIA TARIFA
214,SANTA CRUZ,MONTERO,0710010269,2008-08-11,15330,4,HARINA DE SOYA INTEGRAL Y ALIMENTO BALANCEADO - PIO RICO
215,SANTA CRUZ,MONTERO,0710010269,2008-08-11,15313,4,HARINA DE SOYA INTEGRAL Y ALIMENTO BALANCEADO - PIO RICO
216,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001779,2008-08-12,28920,4,SERVICIO DE ADMINISTRACION MANTENIMIENTO Y SEGURO DE EQUIPO DEL GMLP
217,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001780,2008-08-12,28920,4,TALLER ELEUTERIO
218,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001781,2008-08-14,22210,4,IMPRENTA EDITORIAL SEVINA SRL
219,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001935,2008-08-16,36101,4,MUEBLERIA DEL NORTE
220,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001782,2008-08-18,28920,4,TALLER DE SOLDADURA AGUIRRE
221,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002594,2008-08-18,18102,4,TALLER DE CONFECCION DE ROPA DE VESTIR  Y TRABAJO
222,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002594,2008-08-18,18101,4,TALLER DE CONFECCION DE ROPA DE VESTIR  Y TRABAJO
223,LA PAZ,VIACHA,0000000681,2008-08-19,24210,3,FERTILIZANTE DE LOS ANDES SRL
224,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001783,2008-08-20,15432,4,CHOCOLATES BELMORE
225,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001784,2008-08-21,22210,4,IMPRENTA RODRIGO
226,LA PAZ,VIACHA,0000000675,2008-08-27,15314,4,PLANTA PROCESADORA DE CEREALES
227,LA PAZ,VIACHA,0000000674,2008-08-27,15314,4,PLANTA ELABORADORA DE TOSTADOS
228,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001786,2008-08-28,36940,4,CENTRO DE PRODUCCION DE MATERIAL DIDACTICO
229,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001786,2008-08-28,22110,4,CENTRO DE PRODUCCION DE MATERIAL DIDACTICO
230,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001788,2008-09-03,17309,4,TALENTOS BOLIVIAN HANDSCRAFTS
231,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001788,2008-09-03,17302,4,TALENTOS BOLIVIAN HANDSCRAFTS
232,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001789,2008-09-04,15411,4,LA BOUTIQUE DEL PAN
233,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001790,2008-09-08,37200,4,COMPAÑÍA INDUSTRIAL DE PRODUCTOS NATURALES CINPRONAT
